gps_code,iata_code,name,type,ident,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,id,iso_region,municipality,scheduled_service,local_code,home_link,wikipedia_link,keywords
YSRN,SRN,Strahan Airport,small_airport,YSRN,-42.1549987792969,145.292007446289,20,OC,AU,27964,AU-TAS,,yes,,,https://en.wikipedia.org/wiki/Strahan_Airport,
ENSO,SRP,"Stord Airport, Sørstokken",medium_airport,ENSO,59.791901,5.34085,160,EU,NO,2595,NO-46,Leirvik,yes,,,https://en.wikipedia.org/wiki/Stord_Airport%2C_S%C3%B8rstokken,"Sorstokken, Sørstokken"
KSRQ,SRQ,Sarasota Bradenton International Airport,large_airport,KSRQ,27.394631,-82.554359,30,NA,US,3899,US-FL,Sarasota/Bradenton,yes,SRQ,,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,
HUSO,SRT,Soroti Airport,medium_airport,HUSO,1.72768998146057,33.6227989196777,3697,AF,UG,3265,UG-E,Soroti,yes,,,https://en.wikipedia.org/wiki/Soroti_Airport,
SRV,SRV,Stony River 2 Airport,small_airport,SRV,61.7897,-156.589005,230,NA,US,24676,US-AK,Stony River,yes,SRV,,https://en.wikipedia.org/wiki/Stony_River_Airport,
HLGD,SRX,Sirt International Airport / Ghardabiya Airbase,medium_airport,HLGD,31.063499,16.594999,267,AF,LY,3219,LY-SR,Sirt,yes,,,https://en.wikipedia.org/wiki/Ghardabiya_Airbase,"Gardabiya, Sirte"
OINZ,SRY,Sari Dasht-e Naz International Airport,medium_airport,OINZ,36.644408,53.188761,35,AS,IR,5192,IR-02,Sari,yes,,,https://en.wikipedia.org/wiki/Dasht-e_Naz_Airport,
SLET,SRZ,El Trompillo Airport,medium_airport,SLET,-17.8115997314,-63.1715011597,1371,SA,BO,6183,BO-S,Santa Cruz,yes,,,https://en.wikipedia.org/wiki/El_Trompillo_Airport,
SBSV,SSA,Deputado Luiz Eduardo Magalhães International Airport,large_airport,SBSV,-12.908611,-38.322498,64,SA,BR,5977,BR-BA,Salvador,yes,BA0001,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-salvador-dep-luis-eduardo-magalhaes/web,https://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,Dois de Julho
VI32,SSB,Christiansted Harbor Seaplane Base,seaplane_base,VI32,17.747200012207,-64.7049026489258,,NA,VI,25496,VI-U-A,Christiansted St Croix,yes,VI32,,https://en.wikipedia.org/wiki/Christiansted_Harbor_Seaplane_Base,
FGSL,SSG,Malabo Airport,medium_airport,FGSL,3.75527000427246,8.70872020721436,76,AF,GQ,2876,GQ-BN,Malabo,yes,,,https://en.wikipedia.org/wiki/Malabo_International_Airport,Fernando Poo
HESH,SSH,Sharm El Sheikh International Airport,large_airport,HESH,27.977272,34.394717,191,AS,EG,3198,EG-JS,Sharm El Sheikh,yes,,,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
ENST,SSJ,"Sandnessjøen Airport, Stokka",medium_airport,ENST,65.956802,12.4689,56,EU,NO,2598,NO-18,Alstahaug,yes,,https://avinor.no/en/airport/sandnessjoen-airport/,https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport%2C_Stokka,
NVSH,SSR,Sara Airport,small_airport,NVSH,-15.4708003998,168.151992798,493,OC,VU,35161,VU-PAM,Pentecost Island,yes,,,https://en.wikipedia.org/wiki/Sara_Airport,
SAZL,SST,Santa Teresita Airport,medium_airport,SAZL,-36.5423,-56.7218,9,SA,AR,5846,AR-B,Santa Teresita,yes,STR,,https://en.wikipedia.org/wiki/Santa_Teresita_Airport,
7WA5,SSW,Stuart Island Airpark,small_airport,7WA5,48.673379,-123.175439,10,NA,US,14453,US-WA,Friday Harbor,yes,7WA5,,,
FNBC,SSY,Mbanza Congo Airport,medium_airport,FNBC,-6.26989984512329,14.2469997406006,1860,AF,AO,2934,AO-ZAI,Mbanza Congo,yes,,,https://en.wikipedia.org/wiki/Mbanza_Congo_Airport,
KSTC,STC,Saint Cloud Regional Airport,medium_airport,KSTC,45.5466,-94.059898,1031,NA,US,3903,US-MN,Saint Cloud,yes,STC,,https://en.wikipedia.org/wiki/St._Cloud_Regional_Airport,
SVSO,STD,Mayor Buenaventura Vivas International Airport,medium_airport,SVSO,7.56538,-72.035103,1083,SA,VE,6325,VE-S,Santo Domingo,yes,,,https://en.wikipedia.org/wiki/Mayor_Buenaventura_Vivas_Airport,
PAPB,STG,St George Airport,medium_airport,PAPB,56.577345,-169.663823,125,NA,US,5396,US-AK,St George,yes,PBV,,https://en.wikipedia.org/wiki/St._George_Airport_(Alaska),A8L
MDST,STI,Cibao International Airport,medium_airport,MDST,19.406099319458,-70.6046981811523,565,NA,DO,4640,DO-25,Santiago,yes,,,https://en.wikipedia.org/wiki/Cibao_International_Airport,
KSTL,STL,St. Louis Lambert International Airport,large_airport,KSTL,38.748697,-90.370003,618,NA,US,3905,US-MO,St Louis,yes,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
SBSN,STM,Santarém - Maestro Wilson Fonseca International Airport,medium_airport,SBSN,-2.422423,-54.79306,198,SA,BR,5973,BR-PA,Santarém,yes,PA0002,https://www4.infraero.gov.br/aeroportos/aeroporto-de-santarem-maestro-wilson-fonseca/,https://en.wikipedia.org/wiki/Santar%C3%A9m-Maestro_Wilson_Fonseca_Airport,
EGSS,STN,London Stansted Airport,large_airport,EGSS,51.884998,0.235,348,EU,GB,2476,GB-ENG,London,yes,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
EDDS,STR,Stuttgart Airport,large_airport,EDDS,48.689899,9.22196,1276,EU,DE,2222,DE-BW,Stuttgart,yes,,http://www.flughafen-stuttgart.de/,https://en.wikipedia.org/wiki/Stuttgart_Airport,
KSTS,STS,Charles M. Schulz Sonoma County Airport,medium_airport,KSTS,38.50899887,-122.8130035,128,NA,US,21114,US-CA,Santa Rosa,yes,STS,http://www.sonomacountyairport.org/,https://en.wikipedia.org/wiki/Charles_M._Schulz_-_Sonoma_County_Airport,
TIST,STT,Cyril E. King Airport,medium_airport,TIST,18.337091,-64.977251,23,NA,VI,6369,VI-U-A,Charlotte Amalie,yes,STT,http://www.viport.com/airports.html,https://en.wikipedia.org/wiki/Cyril_E._King_Airport,Harry S. Truman Airport
VASU,STV,Surat Airport,medium_airport,VASU,21.1141,72.741798,16,AS,IN,26461,IN-GJ,Surat,yes,,https://suratinternationalairport.com/,https://en.wikipedia.org/wiki/Surat_Airport,
URMT,STW,Stavropol Shpakovskoye Airport,medium_airport,URMT,45.1091995239258,42.1128005981445,1486,EU,RU,6517,RU-STA,Stavropol,yes,,,https://en.wikipedia.org/wiki/Stavropol_Shpakovskoye_Airport,
TISX,STX,Henry E Rohlsen Airport,medium_airport,TISX,17.701567,-64.801634,74,NA,VI,6370,VI-U-A,Christiansted,yes,STX,https://www.viport.com/herastx,https://en.wikipedia.org/wiki/Henry_E._Rohlsen_Airport,
WARR,SUB,Juanda International Airport,large_airport,WARR,-7.37983,112.787003,9,AS,ID,26789,ID-JI,Surabaya,yes,,http://www.juanda-airport.com/,https://en.wikipedia.org/wiki/Juanda_International_Airport,WRSJ
LICA,SUF,Lamezia Terme Sant'Eufemia International Airport,medium_airport,LICA,38.905197,16.243762,39,EU,IT,4317,IT-78,Lamezia Terme (CZ),yes,CZ02,,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,
RPMS,SUG,Surigao Airport,medium_airport,RPMS,9.75583832563,125.480947495,20,AS,PH,5710,PH-SUN,Surigao City,yes,,,https://en.wikipedia.org/wiki/Surigao_Airport,
UGSS,SUI,Sukhumi Babushara /  Vladislav Ardzinba International Airport,medium_airport,UGSS,42.8582,41.128101,53,AS,GE,3092,GE-AB,Sukhumi,yes,,,https://en.wikipedia.org/wiki/Sukhumi_Babushara_Airport,"Babushara Airport, Sukhumi Dranda, UG29, URAS"
LRSM,SUJ,Satu Mare International Airport,medium_airport,LRSM,47.7033,22.8857,405,EU,RO,4484,RO-SM,Satu Mare,yes,,,https://en.wikipedia.org/wiki/Satu_Mare_International_Airport,
UEBS,SUK,Sakkyryr Airport,small_airport,UEBS,67.792,130.394,1686,EU,RU,314969,RU-SA,Batagay-Alyta,yes,,,https://en.wikipedia.org/wiki/Sakkyryr_Airport,"УЕБС, Саккырыр, Батагаы-Алыта"
KSUN,SUN,Friedman Memorial Airport,medium_airport,KSUN,43.50439835,-114.2959976,5318,NA,US,21118,US-ID,Hailey,yes,SUN,,https://en.wikipedia.org/wiki/Friedman_Memorial_Airport,
CJV7,SUR,Summer Beaver Airport,small_airport,CJV7,52.7085990905762,-88.5419006347656,832,NA,CA,1139,CA-ON,Summer Beaver,yes,CJV7,,https://en.wikipedia.org/wiki/Summer_Beaver_Airport,JV7
NFNA,SUV,Nausori International Airport,medium_airport,NFNA,-18.0433006286621,178.559005737305,17,OC,FJ,4960,FJ-C,Nausori,yes,,,https://en.wikipedia.org/wiki/Nausori_International_Airport,
KSUX,SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,KSUX,42.397605,-96.382237,1098,NA,US,3909,US-IA,Sioux City,yes,SUX,https://www.sioux-city.org/government/departments-a-f/airport,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport,"Col. Bud Day, Sioux City AB, Sioux City AAB"
UENS,SUY,Suntar Airport,small_airport,UENS,62.185001373291,117.63500213623,452,AS,RU,35092,RU-SA,Suntar,yes,,,https://en.wikipedia.org/wiki/Suntar_Airport,"УЕНС, Сунтар"
PASA,SVA,Savoonga Airport,medium_airport,PASA,63.686401,-170.492996,53,NA,US,5404,US-AK,Savoonga,yes,SVA,,https://en.wikipedia.org/wiki/Savoonga_Airport,
FMNS,SVB,Sambava Airport,medium_airport,FMNS,-14.2786,50.174702,20,AF,MG,2923,MG-D,Sambava,yes,,,https://en.wikipedia.org/wiki/Sambava_Airport,
KSVC,SVC,Grant County Airport,medium_airport,KSVC,32.636701,-108.154736,5446,NA,US,21121,US-NM,Silver City,yes,SVC,,https://en.wikipedia.org/wiki/Grant_County_Airport_(New_Mexico),
TVSA,SVD,Argyle International Airport,medium_airport,TVSA,13.156695,-61.149945,136,NA,VC,322383,VC-04,Kingstown,yes,,http://www.svgiadc.com,https://en.m.wikipedia.org/wiki/Argyle_International_Airport,
ENZV,SVG,"Stavanger Airport, Sola",large_airport,ENZV,58.876701,5.63778,29,EU,NO,2602,NO-11,Stavanger,yes,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
SKSV,SVI,Eduardo Falla Solano Airport,medium_airport,SKSV,2.15217,-74.7663,920,SA,CO,6164,CO-CAQ,San Vicente Del Caguán,yes,SVI,,https://en.wikipedia.org/wiki/Eduardo_Falla_Solano_Airport,
ENSH,SVJ,"Svolvær Airport, Helle",medium_airport,ENSH,68.243301,14.6692,27,EU,NO,29281,NO-18,Svolvær,yes,,https://avinor.no/en/airport/svolvar-airport/,https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle,"Svolvær lufthavn, Helle"
EFSA,SVL,Savonlinna Airport,medium_airport,EFSA,61.9431,28.945101,311,EU,FI,2343,FI-04,Savonlinna,yes,,http://www.finavia.fi/en/savonlinna/,https://en.wikipedia.org/wiki/Savonlinna_Airport,
UUEE,SVO,Sheremetyevo International Airport,large_airport,UUEE,55.972599,37.4146,622,EU,RU,26396,RU-MOS,Moscow,yes,,http://svo.aero/en/,https://en.wikipedia.org/wiki/Sheremetyevo_International_Airport,"MOW, Международный аэропорт Шереметьево, svo, sheremetyevo, moscow"
LEZL,SVQ,Sevilla Airport,medium_airport,LEZL,37.417999,-5.89311,112,EU,ES,4049,ES-AN,Sevilla,yes,,https://www.aena.es/en/seville.html,https://en.wikipedia.org/wiki/San_Pablo_Airport,
BGSV,SVR,Savissivik Heliport,heliport,BGSV,76.018613,-65.117683,24,NA,GL,44068,GL-AV,Savissivik,yes,SAV,,https://en.wikipedia.org/wiki/Savissivik_Heliport,
PFSV,SVS,Stevens Village Airport,small_airport,SVS,66.016727,-149.056835,328,NA,US,24677,US-AK,Stevens Village,yes,SVS,,https://en.wikipedia.org/wiki/Stevens_Village_Airport,
NFNS,SVU,Savusavu Airport,small_airport,NFNS,-16.803394,179.340587,17,OC,FJ,32397,FJ-N,Savusavu,yes,,,https://en.wikipedia.org/wiki/Savusavu_Airport,
USSS,SVX,Koltsovo Airport,large_airport,USSS,56.743099212646,60.802700042725,764,AS,RU,26378,RU-SVE,Yekaterinburg,yes,,http://www.koltsovo.ru/en/,https://en.wikipedia.org/wiki/Koltsovo_Airport,
SVSA,SVZ,San Antonio Del Tachira Airport,medium_airport,SVSA,7.84083,-72.439697,1312,SA,VE,6321,VE-S,,yes,,,https://en.wikipedia.org/wiki/Juan_Vicente_G%C3%B3mez_International_Airport,
ZGOW,SWA,Jieyang Chaoshan International Airport,medium_airport,ZGOW,23.552,116.5033,,AS,CN,32400,CN-44,Jieyang (Rongcheng),yes,,,https://en.wikipedia.org/wiki/Jieyang_Chaoshan_International_Airport,
KSWF,SWF,New York Stewart International Airport,medium_airport,KSWF,41.504101,-74.104797,491,NA,US,3911,US-NY,Newburgh,yes,SWF,https://www.swfny.com/,https://en.wikipedia.org/wiki/Stewart_International_Airport,
NVSX,SWJ,Southwest Bay Airport,small_airport,NVSX,-16.4864,167.4472,68,OC,VU,35162,VU-MAP,Malekula Island,yes,,,https://en.wikipedia.org/wiki/South_West_Bay_Airport,
RPSV,SWL,San Vicente Airport,small_airport,RPSV,10.524298,119.272899,24,AS,PH,333098,PH-PLW,San Vicente,yes,,,https://en.wikipedia.org/wiki/San_Vicente_Airport,
KSWO,SWO,Stillwater Regional Airport,medium_airport,KSWO,36.162132,-97.085581,1000,NA,US,3912,US-OK,Stillwater,yes,SWO,http://stillwater.org/government/city_facilities/stillwater_regional_airport/,https://en.wikipedia.org/wiki/Stillwater_Regional_Airport,
WADS,SWQ,Sumbawa Besar Airport,small_airport,WADS,-8.48904,117.412003,16,AS,ID,26752,ID-NB,Sumbawa Island,yes,,,https://en.wikipedia.org/wiki/Sultan_Muhammad_Kaharuddin_III_Airport,WRRS
FBSW,SWX,Shakawe Airport,small_airport,FBSW,-18.3738994598389,21.8325996398926,3379,AF,BW,30411,BW-NW,Shakawe,yes,,http://www.dca.gov.bw/index.php?sectid=248,https://en.wikipedia.org/wiki/Shakawe_Airport,
LFST,SXB,Strasbourg Airport,medium_airport,LFST,48.5382995605469,7.62823009490967,505,EU,FR,4238,FR-GES,Strasbourg,yes,,http://www.strasbourg.aeroport.fr/E/index.php,https://en.wikipedia.org/wiki/Strasbourg_Airport,BA 124
WAPS,SXK,Mathilda Batlayeri Airport,small_airport,WPAS,-7.848354,131.337068,446,AS,ID,311018,ID-MA,Saumlaki-Yamdena Island,yes,,,https://en.wikipedia.org/wiki/Mathilda_Batlayeri_Airport,
TNCM,SXM,Princess Juliana International Airport,large_airport,TNCM,18.041,-63.108898,13,NA,SX,6406,SX-U-A,Saint Martin,yes,,https://www.sxmairport.com/,https://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,
VISR,SXR,Sheikh ul Alam International Airport,medium_airport,VISR,33.987099,74.7742,5429,AS,IN,26578,IN-JK,Srinagar,yes,,,https://en.wikipedia.org/wiki/Srinagar_Airport,Srinagar Air Force Station
YSSY,SYD,Sydney Kingsford Smith International Airport,large_airport,YSSY,-33.9460983276367,151.177001953125,21,OC,AU,27145,AU-NSW,Sydney,yes,,http://www.sydneyairport.com.au/,https://en.wikipedia.org/wiki/Kingsford_Smith_International_Airport,RAAF Station Mascot
ZPSM,SYM,Pu'er Simao Airport,small_airport,ZPSM,22.793301,100.959,,AS,CN,32417,CN-53,Pu'er,yes,,,https://en.wikipedia.org/wiki/Pu%27er_Simao_Airport,
RJSY,SYO,Shonai Airport,medium_airport,RJSY,38.812199,139.787003,86,AS,JP,5617,JP-06,Shonai,yes,,,https://en.wikipedia.org/wiki/Shonai_Airport,
MRPV,SYQ,Tobías Bolaños International Airport,medium_airport,MRPV,9.95705,-84.139801,3287,NA,CR,4813,CR-SJ,San Jose,yes,,,https://en.wikipedia.org/wiki/Tob%C3%ADas_Bola%C3%B1os_International_Airport,Aeropuerto Internacional Tobías Bolaños Palma
KSYR,SYR,Syracuse Hancock International Airport,large_airport,KSYR,43.111198425293,-76.1063003540039,421,NA,US,3913,US-NY,Syracuse,yes,SYR,http://www.syrairport.org/,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
UERS,SYS,Saskylakh Airport,medium_airport,UERS,71.927902,114.080002,,EU,RU,44870,RU-SA,Saskylakh,yes,,,https://en.wikipedia.org/wiki/Saskylakh_Airport,"УЕРС, Аэропорт Саскылах"
YWBS,SYU,Warraber Island Airport,small_airport,YWBS,-10.2082996368408,142.824996948242,3,OC,AU,28035,AU-QLD,Sue Islet,yes,,,https://en.wikipedia.org/wiki/Warraber_Island_Airport,
OPSN,SYW,Sehwan Sharif Airport,medium_airport,OPSN,26.4731006622314,67.7172012329102,121,AS,PK,30590,PK-SD,Sehwan Sharif,yes,,,https://en.wikipedia.org/wiki/Sehwan_Sharif_Airport,
ZJSY,SYX,Sanya Phoenix International Airport,large_airport,ZJSY,18.3029,109.412003,92,AS,CN,27202,CN-46,Sanya (Tianya),yes,,,https://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport,
EGPO,SYY,Stornoway Airport,medium_airport,EGPO,58.215599,-6.33111,26,EU,GB,2468,GB-SCT,"Stornoway, Western Isles",yes,,http://www.hial.co.uk/stornoway-airport.html,https://en.wikipedia.org/wiki/Stornoway_Airport,Lewis
OISS,SYZ,Shiraz Shahid Dastghaib International Airport,large_airport,OISS,29.5392,52.589802,4927,AS,IR,5197,IR-07,Shiraz,yes,,http://shirazairport.ir/,https://en.wikipedia.org/wiki/Shiraz_International_Airport,
FNSO,SZA,Soyo Airport,medium_airport,FNSO,-6.14108991622925,12.3718004226685,15,AF,AO,2950,AO-ZAI,Soyo,yes,,,https://en.wikipedia.org/wiki/Soyo_Airport,
WMSA,SZB,Sultan Abdul Aziz Shah International Airport,medium_airport,WMSA,3.13057994842529,101.549003601074,90,AS,MY,26879,MY-10,Subang,yes,,,https://en.wikipedia.org/wiki/Sultan_Abdul_Aziz_Shah_Airport,
HASM,SZE,Semera Airport,small_airport,HASM,11.7875,40.9915,1390,AF,ET,314658,ET-AF,Semera,yes,,,https://en.wikipedia.org/wiki/Semera_Airport,
LTFH,SZF,Samsun-Çarşamba Airport,medium_airport,LTFH,41.26556,36.54861,18,AS,TR,4568,TR-55,Samsun,yes,,http://www.carsamba.dhmi.gov.tr/havaalanlari/default.aspx?hv=32,https://en.wikipedia.org/wiki/%C3%87ar%C5%9Famba_Airport,
LOWS,SZG,Salzburg Airport,medium_airport,LOWS,47.793301,13.0043,1411,EU,AT,4433,AT-5,Salzburg,yes,,http://www.salzburg-airport.com/,https://en.wikipedia.org/wiki/Salzburg_Airport,Christophorus 6
UASZ,SZI,Zaysan Airport,small_airport,UASZ,47.487491,84.887675,1877,AS,KZ,318183,KZ-VOS,Zaysan,yes,,,https://en.wikipedia.org/wiki/Zaysan_Airport,Zaisan
ZGSZ,SZX,Shenzhen Bao'an International Airport,large_airport,ZGSZ,22.639299,113.810997,13,AS,CN,27198,CN-44,Shenzhen (Bao'an),yes,,http://eng.szairport.com/,https://en.wikipedia.org/wiki/Shenzhen_Bao'an_International_Airport,"Baoan, Huangtian Airport"
EPSY,SZY,Olsztyn-Mazury Airport,medium_airport,EPSY,53.481899,20.9377,463,EU,PL,2635,PL-WN,Olsztyn,yes,,http://mazuryairport.pl/,https://en.wikipedia.org/wiki/Olsztyn-Mazury_Airport,
EPSC,SZZ,Solidarity Szczecin–Goleniów Airport,medium_airport,EPSC,53.584702,14.9022,154,EU,PL,2630,PL-ZP,Glewice,yes,,http://www.airport.com.pl/en/index.php,https://en.wikipedia.org/wiki/Szczecin-Goleni%C3%B3w_%22Solidarno%C5%9B%C4%87%22_Airport,Solidarność
TTCP,TAB,A.N.R. Robinson International Airport,medium_airport,TTCP,11.1497,-60.832199,38,NA,TT,6409,TT-TOB,Scarborough,yes,,https://tntairports.com/anr-robinson-international-airport/#,https://en.wikipedia.org/wiki/A.N.R._Robinson_International_Airport,Tobago-Crown Point Airport
RPVA,TAC,Daniel Z. Romualdez Airport,medium_airport,RPVA,11.227761,125.027783,10,AS,PH,5732,PH-LEY,Tacloban City,yes,DZR,,https://en.wikipedia.org/wiki/Daniel_Z._Romualdez_Airport,"Tacloban, Daniel Z. Romualdez, Naval Station Dioscoro Papa"
RKTN,TAE,Daegu Airport,medium_airport,RKTN,35.896872,128.65531,116,AS,KR,5661,KR-27,Daegu,yes,,,https://en.wikipedia.org/wiki/Daegu_Airport,
RPSP,TAG,Bohol-Panglao International Airport,medium_airport,RPSP,9.573045,123.770143,42,AS,PH,336116,PH-BOH,Panglao,yes,,,https://en.wikipedia.org/wiki/Bohol%E2%80%93Panglao_International_Airport,
NVVW,TAH,Tanna Airport,medium_airport,NVVW,-19.455099105835,169.223999023438,19,OC,VU,5012,VU-TAE,,yes,,,https://en.wikipedia.org/wiki/White_Grass_Airport,
OYTZ,TAI,Ta'izz International Airport,medium_airport,OYTZ,13.6859998703,44.1390991211,4838,AS,YE,5321,YE-TA,Ta'izz,yes,,,https://en.wikipedia.org/wiki/Ta'izz_International_Airport,Ganed Airport
AYTJ,TAJ,Tadji Airport,small_airport,PG-ATP,-3.19819180354,142.430963516,33,OC,PG,30657,PG-SAN,Aitape,yes,TAD,,https://en.wikipedia.org/wiki/Tadji_Airport,
RJOT,TAK,Takamatsu Airport,medium_airport,RJOT,34.2141990662,134.01600647,607,AS,JP,5601,JP-37,Takamatsu,yes,,,https://en.wikipedia.org/wiki/Takamatsu_Airport,
PATA,TAL,Ralph M Calhoun Memorial Airport,small_airport,PATA,65.1744,-152.108994,236,NA,US,24807,US-AK,Tanana,yes,TAL,,https://en.wikipedia.org/wiki/Ralph_M._Calhoun_Memorial_Airport,
MMTM,TAM,General Francisco Javier Mina International Airport,medium_airport,MMTM,22.2964000702,-97.8658981323,80,NA,MX,4758,MX-TAM,Tampico,yes,,,https://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport,
ZSQD,TAO,Qingdao Jiaodong International Airport,large_airport,TAO,36.361953,120.088171,30,AS,CN,342096,CN-37,Qingdao (Jiaozhou),yes,,,https://en.wikipedia.org/wiki/Qingdao_Jiaodong_International_Airport,
MMTP,TAP,Tapachula International Airport,medium_airport,MMTP,14.794549,-92.369871,97,NA,MX,4761,MX-CHP,Tapachula,yes,,http://www.asur.com.mx/asur/Ingles/aeropuertos/tapachula/tapachula.asp,https://en.wikipedia.org/wiki/Tapachula_International_Airport,Aeropuerto Internacional de Tapachula
UTTT,TAS,Tashkent International Airport,large_airport,UTTT,41.257900238,69.2811965942,1417,AS,UZ,26392,UZ-TO,Tashkent,yes,,,https://en.wikipedia.org/wiki/Tashkent_International_Airport,
LZTT,TAT,Poprad-Tatry Airport,medium_airport,LZTT,49.073601,20.2411,2356,EU,SK,4623,SK-PV,Poprad,yes,,https://www.popradtatry.aero/,https://en.wikipedia.org/wiki/Poprad-Tatry_Airport,
EETU,TAY,Tartu Airport,medium_airport,EETU,58.307499,26.690399,220,EU,EE,2302,EE-7B,Tartu,yes,,,https://en.wikipedia.org/wiki/Tartu_Airport,
UTAT,TAZ,Daşoguz Airport,medium_airport,UTAT,41.759853,59.836149,272,AS,TM,26383,TM-D,Daşoguz,yes,,,https://en.wikipedia.org/wiki/Da%C5%9Foguz_Airport,"Tashauz Airport, Dashkhovuz, Dashhowuz, Dashoguz, Dasoguz, Дашогуз"
VVTH,TBB,Dong Tac Airport,medium_airport,VVTH,13.0496,109.334,20,AS,VN,26707,VN-SCC,Tuy Hoa,yes,,,https://en.wikipedia.org/wiki/%C4%90%C3%B4ng_T%C3%A1c_(Tuy_Hoa)_Airport,
AYTB,TBG,Tabubil Airport,small_airport,AYTB,-5.27861,141.225998,1570,OC,PG,32425,PG-WPD,Tabubil,yes,,,https://en.wikipedia.org/wiki/Tabubil_Airport,
RPVU,TBH,Tugdan Airport,medium_airport,RPVU,12.3109998703,122.084999084,10,AS,PH,5748,PH-ROM,Tablas Island,yes,,,https://en.wikipedia.org/wiki/Tugdan_Airport,"Romblon Airport, Alcantara, Barangay Tugdan, Tablas Airport"
MYCB,TBI,New Bight Airport,medium_airport,MYCB,24.3153,-75.452301,5,NA,BS,4937,BS-CI,Cat Island,yes,,,https://en.wikipedia.org/wiki/New_Bight_Airport,
DTKA,TBJ,Tabarka-Aïn Draham International Airport,medium_airport,DTKA,36.98,8.87694,230,AF,TN,2131,TN-32,Tabarka,yes,,,https://en.wikipedia.org/wiki/Tabarka%E2%80%93A%C3%AFn_Draham_International_Airport,Tabarka 7 Novembre Airport
WAOW,TBM,Tumbang Samba Airport,small_airport,ID-TBM,-1.4694,113.0833,160,AS,ID,41402,ID-KT,Tumbang Samba-Borneo Island,yes,,,http://id.wikipedia.org/wiki/Bandar_Udara_Tumbang_Samba,WRBW
KTBN,TBN,Waynesville-St. Robert Regional Airport-Forney Field,medium_airport,KTBN,37.7416,-92.140701,1159,NA,US,3915,US-MO,Fort Leonard Wood,yes,TBN,,https://en.wikipedia.org/wiki/Waynesville_Regional_Airport_at_Forney_Field,
